,Name,Description,One-Handed Damage,Two-Handed Damage,Main Damage Type,Extra Damage,Extra Damage Type,Type,Rarity,Enchantment,Wielding-Type,Throwable,Dippable,Extra Reach,Light,Melee/Range,Weight,Price,Special Attribute 1,Special Attribute 2,Special Attribute 3,Special Attribute 4,Action 1,Action 2,Action 3,Action 4,Special Action 1,Special Action 2,Special Action 3,Special Action 4,Location,Img url,UID,UUID
84,Silver Sword of the Astral Plane,Silver Sword of the Astral Plane is a legendary greatsword that grants its wielder the Soulbreaker weapon action and provides special bonuses when wielded by a githyanki.,,2d6 + 3 (5~15) + Strength modifier,Slashing damage,,,Greatswords,Legendary,+3,Two-Handed,False,True,False,False,1.5m / 5 ft,2.7kg / 5.4lb,1300 gp,Githborn Psionic Weapon: When wielded by a githyanki this weapon deals an additional 1d6Psychic damage.,"Githborn Psionic Resistance: A githyanki holding this weapon has Advantage on Intelligence, Wisdom, and Charisma saving throws, resistance to Psychic damage, and cannot be Charmed.",,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,"Soulbreaker: Rend the enemy's body and soul, dealing additional Psychic damage equal to your proficiency bonus, and possibly Stun them.",,,,"Rewarded for showing the Orphic Hammer to (or killing) Kith'rak Voss in Act Three. This sword can alternatively be obtained in Act One by disarming Voss via Command (Drop), Heat Metal, Disarming Attack (Ranged), or Honeyed Paws before entering the Mountain Pass X:-139Y:561. If received in Act 1, a second version of this weapon will not be given as a quest reward but can be looted if Voss is killed in Act 3. Voss must be disarmed before beginning the encounter, as he immediately flies away when any hostile action is taken and the party is locked into dialogue when approaching close enough. Due to his high stats, the chance of failing the disarm attempt against him is very high, so this method may require multiple reloads or extensive preparation. See: Guide: Early Silver Sword. Using Honeyed Paws while having a divination wizard with a 15 or higher portent die nearby allows you to guarantee that he drops his weapon. You can long rest until you get 15 or higher and make the bear invisible[note 1] so he can approach Voss. Sometimes Voss will only drop a Githyanki Crossbow, or the weapon he drops will simply phase out of existence. The triggers for these anomalies are not known. The sword can be acquired in Act Three before entering the Lower City during Deal with the Devil. If you don't sign the contract but lie to Voss, he will give you the sword (DC 30 Deception check).",https://bg3.wiki/w/images/thumb/8/8b/Githyanki_Greatsword_Icon.png/300px-Githyanki_Greatsword_Icon.png,MAG_GreaterSilver_Greatsword,f01c3f5d-c542-420f-86c5-bdddf7819e29
85,Soulbreaker Greatsword,"Soulbreaker Greatsword is a rare +1 greatsword that grants its wielder the Soulbreaker weapon action and a bonus to Initiative rolls, and deals additional Psychic damage when wielded by a githyanki.",,2d6 + 1 (3~13) + Strength modifier,Slashing damage,,,Greatswords,Rare,+1,Two-Handed,False,True,False,False,1.5m / 5 ft,2.7kg / 5.4lb,380 gp,Githborn Psionic Weapon: When wielded by a githyanki this weapon deals an additional 1d4Psychic damage.,Seldom Caught Unawares: You gain a +2 bonus to Initiative rolls.,,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,"Soulbreaker: Rend the enemy's body and soul, dealing additional Psychic damage equal to your proficiency bonus, and possibly Stun them.",,,,"Looted from Kith'rak Therezzyn in Captain's Quarters, Crèche Y'llek X:1408Y:-763.",https://bg3.wiki/w/images/thumb/b/bc/Githyanki_Greatsword_Red_Faded.png/300px-Githyanki_Greatsword_Red_Faded.png,MAG_Githborn_Mindcrusher_Greatsword,523a959d-4101-4beb-9a8e-276c3f687c02
86,Sussur Greatsword,Sussur Greatsword is a rare greatsword that can Silence targets on a successful hit.,,2d6 + 1 (3~13) + Strength modifier,Slashing damage,,,Greatswords,Rare,+1,Two-Handed,False,True,False,False,1.5m / 5 ft,2.7kg / 5.4lb,150 gp,Silences targets on hit.,,,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,"Silenced Duration: 2 turns DC 12 Constitution saving throw  Creature can't speak or cast spells with a verbal component, and is immune to Thunder damage.",https://bg3.wiki/w/images/thumb/1/1e/Sussur_Greatsword_Icon.png/300px-Sussur_Greatsword_Icon.png,FOR_IncompleteMasterwork_SussurGreatsword,44dedec0-df82-4ed3-b9ca-147bd830e312
87,Svartlebee's Woundseeker,Svartlebee's Woundseeker is an uncommon +1 greatsword that grants its wielder bonus to Attack Rolls against already damaged creatures.,,2d6 + 1 (3~13) + Strength modifier,Slashing damage,,,Greatswords,Uncommon,+1,Two-Handed,False,True,False,False,1.5m / 5 ft,2.7kg / 5.4lb,130 gp,Deepen the Wound: The wielder gains a +1d4 bonus to Attack rolls with this weapon when attacking creatures that have already taken damage.,,,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,"Looted from Gauntlet Yeva in Waukeen's Rest X:-66Y:609 in Act 1. Has to be acquired before the first zone travel (including teleporting to your camp) after coming to Waukeen's Rest for the first time. If you come to the area after travelling to a different zone, Yeva will be gone. Can also be obtained from Gauntlet Yeva in the Tadpoling Centre within the Mind Flayer Colony in Act 2. One method to keep her non-hostile is to use a Disarming action on her during the fight where she appears. As long as you do not kill her, she will remain an ally.",https://bg3.wiki/w/images/thumb/0/04/Greatsword_B_Icon.png/300px-Greatsword_B_Icon.png,MAG_TheWoundSeeker_Greatsword,56316970-8adb-4936-8c73-9d8a7c41a8a4
88,Sword of Chaos,Sword of Chaos is a very rare +2 greatsword that deals additional Necrotic damage and also regains wielder's health on each successful hit.,,2d6 + 2 (4~14) + Strength modifier,Slashing damage,1d4 (1~4),Necrotic damage,Greatswords,Very Rare,+2,Two-Handed,False,True,False,False,1.5m / 5 ft,2.7kg / 5.4lb,960 gp,"Chaos: On a hit, regain 1d6hit points.",,,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",,,,,Looted from Sarevok in the Murder Tribunal.,https://bg3.wiki/w/images/thumb/7/75/Greatsword_PlusTwo_Icon.png/300px-Greatsword_PlusTwo_Icon.png,MAG_BG_Sarevok_OfChaos_Greatsword,e76b0896-dc70-4fb9-b202-cf5efc2de15a
89,Sword of Justice,Sword of Justice is an uncommon +1 greatsword that grants its wielder the Tyr's Protection spell.,,2d6 + 1 (3~13) + Strength modifier,Slashing damage,,,Greatswords,Uncommon,+1,Two-Handed,False,True,False,False,1.5m / 5 ft,2.7kg / 5.4lb,130 gp,Tyr's Protection: Cast as a level 1 spell (Recharge: Short rest).,,,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,Looted from Anders in The Risen Road Toll House X:110Y:560 or rewarded by him for killing Karlach in Hunt the Devil.,https://bg3.wiki/w/images/thumb/d/db/Sword_of_Justice_Icon.png/300px-Sword_of_Justice_Icon.png,PLA_WPN_SwordOfJustice,455383a5-1211-4500-85f9-b71fad3fbf15
90,Jorgoral's Greatsword,Jorgoral's Greatsword is a rare +1 greatsword that grants its wielder the Colossal Onslaught weapon action.,,2d6 + 1 (3~13) + Strength modifier,Slashing damage,,,Greatswords,Rare,+1,Two-Handed,False,True,False,False,1.5m / 5 ft,2.7kg / 5.4lb,380 gp,,,,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,"Colossal Onslaught: Channel your mettlesome strength and strike all creatures in a line, dealing bonus Slashing damage equal to your proficiency bonus.",,,,"Looted from Corsair Greymon on Ebonlake, Grymforge. If not engaged on the lake, he can sell this item at his trader spot in Grymforge X:-632Y:326.",https://bg3.wiki/w/images/thumb/0/0b/Greatsword_B_PlusOne_Icon.png/300px-Greatsword_B_PlusOne_Icon.png,MAG_Colossal_Greatsword,26ac9758-19f4-4867-9d5d-57437d6b9794
91,Halberd,Halberd is a common variant of the Halberds family of weapons.,,1d10 (1~10) + Strength modifier,Slashing damage,,,Halberds,Common,None,Two-Handed,False,True,True,False,2.5m / 8ft,2.7kg / 5.4lb,60 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,,https://bg3.wiki/w/images/thumb/0/00/Halberd_Faded.png/300px-Halberd_Faded.png,WPN_Halberd,f928a70d-5b23-4605-9cae-5342f9ed206e
92,Halberd +1,"Halberd +1 is an uncommon, lightly enchanted halberd.",,1d10 + 1 (2~11) + Strength modifier,Slashing damage,,,Halberds,Uncommon,+1,Two-Handed,False,True,True,False,2.5m / 8ft,2.7kg / 5.4lb,85 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up.,https://bg3.wiki/w/images/thumb/6/6c/Halberd_PlusOne_Icon.png/300px-Halberd_PlusOne_Icon.png,WPN_Halberd_1,d1019d9d-e5ae-4601-8a63-1b33421926e1
93,Halberd of Vigilance,"Halberd of Vigilance is a very rare halberd that deals additional Force damage, gives a bonus to Initiative, and grants Advantage on Perception checks and Reactions.",,1d10 + 2 (3~12) + Strength modifier,Slashing damage,1d4 (1~4),Force damage,Halberds,Very Rare,+2,Two-Handed,False,True,True,False,2.5m / 8ft,2.7kg / 5.4lb,960 gp,Sentinel Weapon: Gain a +1 bonus to Initiative rolls and Advantage on Perception Ability Checks.,"Adroit Reflexes: When you make an Attack roll as a Reaction, you make it with Advantage.",,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,This weapon can be bought from these traders: Lann Tarv on the ground floor of Moonrise Towers X:-164Y:-167,https://bg3.wiki/w/images/thumb/f/f0/Halberd_PlusTwo_Icon.png/300px-Halberd_PlusTwo_Icon.png,MAG_PoR_OfVigilance_Halberd,187691ba-7027-49a8-ba74-d0dc5cafbe12
94,Harmonium Halberd,Harmonium Halberd is a rare halberd that grants its wielder additional Strength at the cost of some Intelligence and Wisdom.,,1d10 + 1 (2~11) + Strength modifier,Slashing damage,,,Halberds,Rare,+1,Two-Handed,False,True,True,False,2.5m / 8ft,2.7kg / 5.4lb,380 gp,Strength +2 (up to 23),Intelligence -1,Wisdom -1,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,This weapon can be bought from these traders: Dammon at the Last Light Inn,https://bg3.wiki/w/images/thumb/6/6c/Halberd_PlusOne_Icon.png/300px-Halberd_PlusOne_Icon.png,MAG_BG_Harmonium_Halberd,1060b5af-6119-4237-9e8f-b3a1a054d8c9
95,Hellbeard Halberd,Hellbeard Halberd is a rare halberd that deals additional Poison damage.,,1d10 + 2 (3~12) + Strength modifier,Slashing damage,6 ,Poison damage,Halberds,Rare,+2,Two-Handed,False,True,True,False,2.5m / 8ft,2.7kg / 5.4lb,380 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,"This weapon can be bought from these traders: Helsik (special stock) at the Devil's Fee, Lower City",https://bg3.wiki/w/images/thumb/2/25/Merregon_Halberd_Icon.png/300px-Merregon_Halberd_Icon.png,MAG_Infernal_Hellbeard_Halberd,35682866-bd23-44a2-9a25-6a3ba2ee2b48
96,Light of Creation,"Light of Creation is an uncommon halberd that deals additional Lightning damage, but has a chance to Stun its wielder on each successful attack.",,1d10 + 1 (2~11) + Strength modifier,Slashing damage,1d6 (1~6),Lightning damage,Halberds,Uncommon,+1,Two-Handed,False,True,True,True,2.5m / 8ft,2.7kg / 5.4lb,130 gp,"Overcharge: Chance to Stun the wielder, unless it is a Construct.",,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,Looted from Bernard at the top floor of the Arcane Tower in the Underdark X:-38Y:-284.,https://bg3.wiki/w/images/thumb/0/09/Light_of_Creation_Icon.png/300px-Light_of_Creation_Icon.png,WPN_Tower_AutomatonHalberd,1534c8ee-3651-477d-999c-b22efc9f850d
97,Merregon Halberd,"Merregon Halberd is an uncommon, lightly enchanted halberd.",,1d10 + 1 (2~11) + Strength modifier,Slashing damage,,,Halberds,Uncommon,+1,Two-Handed,False,True,True,False,2.5m / 8ft,2.7kg / 5.4lb,85 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,Looted from a Merregon Legionnaire in the hallway with the Hellsboars in Grymforge X:575Y:377. Two halberds can be found laying around the Crumbling Island in Grymforge X:-643Y:215 & X:-601Y:199. Looted from Merregons accompanying Yurgir in the Gauntlet of Shar X:-658Y:753.,https://bg3.wiki/w/images/thumb/2/25/Merregon_Halberd_Icon.png/300px-Merregon_Halberd_Icon.png,WPN_Merregon_Halberd,c86a3bf4-16b4-4d76-a33d-3df5c265aca8
98,The Skinburster,The Skinburster is an uncommon +1 halberd that grants its wielder Force Conduit on each successful hit.,,1d10 + 1 (2~11) + Strength modifier,Slashing damage,,,Halberds,Uncommon,+1,Two-Handed,False,True,True,False,2.5m / 8ft,2.7kg / 5.4lb,130 gp,"Skinburster Force: When the wielder deals melee damage with this weapon, they gain 2 turns of Force Conduit.",,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,Cleave: Swing your weapon in a large arc to attack up to 3 enemies at once. They each take half the damage your weapon usually deals.,,,,,,"Can be found leaning against a display case in Inquisitor's Chamber, Crèche Y'llek X:1383Y:-659.",https://bg3.wiki/w/images/thumb/6/6c/Halberd_PlusOne_Icon.png/300px-Halberd_PlusOne_Icon.png,MAG_ZOC_ForceConduit_Halberd,64cdd668-5c09-48f3-a064-d4581156ca31
99,Cleaver,Cleaver is a common variant of the Handaxes family of weapons. It is a simple melee weapon wielded in one hand.,1d6 (1~6) + Strength modifier,,Slashing damage,,,Handaxes,Common,None,One-Handed,False,False,False,False,1.5m / 5 ft,0.9kg / 1.8lb,16 gp,,,,,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,,,,,,,,,https://bg3.wiki/w/images/thumb/6/68/Cleaver_Faded.png/300px-Cleaver_Faded.png,b6b4ac25-e54b-441f-b6d3-423ea728cfb1,b6b4ac25-e54b-441f-b6d3-423ea728cfb1
100,Comeback Handaxe,"Comeback Handaxe is an uncommon, lightly enchanted (+1) variant of the Handaxes family of weapons. It is a simple melee weapon wielded in one hand.  Its design lends itself well to be thrown at enemies as a projectile.",1d6 + 1 (2~7) + Strength modifier,,Slashing damage,,,Handaxes,Uncommon,+1,One-Handed,True,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,1 gp,,,,,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,,,,,,,,Won as a consolation prize from Akabi's Wheel of Fortune. Circus of the Last DaysX:-68Y:-73,https://bg3.wiki/w/images/thumb/f/f4/Handaxe_PlusOne_Icon.png/300px-Handaxe_PlusOne_Icon.png,UNI_WYR_Circus_HandaxeReturning,82999790-f80d-47f7-9383-9bb6cf57a10b
